nama_course,kategori,level,price,jumlah_peserta,content_duration,level,title_clean,rating,num_reviews,benefit
Get started Creating Websites Everything you need provided,Web Development,beginner level,100,14260,3.0,Beginner,get started creating websites everything you need provided,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript in Action JavaScript Projects,Web Development,beginner level,150,7720,1.5,Beginner,javascript in action javascript projects,3.7434568,160.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Programming for Entrepreneurs - JavaScript,Web Development,beginner level,200,12873,2.5,Beginner,programming for entrepreneurs - javascript,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create a Website from Scratch using HTML CSS step by step,Web Development,beginner level,75,12882,1.5,Beginner,create a website from scratch using html css step by step,3.9783955,254.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn jQuery by Example Course,Web Development,beginner level,170,8625,5.0,Beginner,learn jquery by example course,4.6821804,219.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Web Design Creating websites from scratch,Web Development,beginner level,75,13920,2.0,Beginner,web design creating websites from scratch,4.27224,256.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML Learning the Basics Intro to HTML website coding,Web Development,beginner level,20,7416,0.65,Beginner,html learning the basics intro to html website coding,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript for Beginning Web Developers,Web Development,beginner level,75,7785,4.5,Beginner,javascript for beginning web developers,4.6296163,473.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
introduction to HTML Course,Web Development,beginner level,20,3258,2.0,Beginner,introduction to html course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create Single Page Website using Twitter Bootstrap 3,Web Development,intermediate level,20,7449,1.0,Intermediate,create single page website using twitter bootstrap 3,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Code a Responsive Website Using HTML5 and CSS for Beginners,Web Development,beginner level,50,1271,7.5,Beginner,code a responsive website using html5 and css for beginners,4.212135,414.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Advanced Node.js Development,Web Development,expert level,55,2565,3.0,Expert,advanced node.js development,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Bootstrap For Beginners: A  Basic Introduction,Web Development,beginner level,55,1186,0.6666666666666666,Beginner,bootstrap for beginners: a  basic introduction,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript Basics For Web Developers,Web Development,beginner level,20,958,1.0,Beginner,javascript basics for web developers,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn PHP from Scratch,Web Development,beginner level,50,1550,1.5,Beginner,learn php from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Express,Web Development,intermediate level,25,1309,1.5,Intermediate,learn express,4.2783756,95.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Improved SEO with Rich Snippets and MicroData,Web Development,intermediate level,0,11026,1.0,Intermediate,improved seo with rich snippets and microdata,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Become a HTML and CSS Developer - Build a Responsive Site,Web Development,beginner level,0,3894,2.0,Beginner,become a html and css developer - build a responsive site,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Install Wordpress,Web Development,beginner level,20,1447,0.6666666666666666,Beginner,install wordpress,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
CSS Specialist: Comprehensive CSS Training,Web Development,beginner level,100,487,6.0,Beginner,css specialist: comprehensive css training,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introduction to Elm,Web Development,intermediate level,0,1519,1.0,Intermediate,introduction to elm,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn JSON with JavaScript Objects and APIs in 1 hour,Web Development,intermediate level,95,3619,1.0,Intermediate,learn json with javascript objects and apis in 1 hour,3.8597786,202.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
1 Hour JavaScript,Web Development,beginner level,200,22999,1.0,Beginner,1 hour javascript,3.6987798,2025.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript - Become Higly Paid Front End Developer,Web Development,beginner level,105,710,3.5,Beginner,javascript - become higly paid front end developer,3.7934854,167.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Beginners Introduction to Web Development,Web Development,beginner level,200,7331,1.5,Beginner,beginners introduction to web development,3.9138913,228.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Django + AngularJS for a Powerful Web Application,Web Development,intermediate level,95,4463,5.5,Intermediate,django + angularjs for a powerful web application,3.374059,123.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
WordPress Academy: Learn WordPress step by step,Web Development,beginner level,150,1873,7.5,Beginner,wordpress academy: learn wordpress step by step,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Angular 2 + Rails 5 Bootcamp,Web Development,intermediate level,150,1967,9.0,Intermediate,angular 2 + rails 5 bootcamp,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Javascript - From Beginner to Pro-Build real world JS apps,Web Development,beginner level,195,28694,11.5,Beginner,javascript - from beginner to pro-build real world js apps,2.9115424,2067.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Redux in Angular (2 and 4+),Web Development,intermediate level,70,909,1.5,Intermediate,redux in angular (2 and 4+),4.058718,774.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"Full stack Universal React with Redux, Node js and MongoDB",Web Development,intermediate level,195,1121,5.0,Intermediate,"full stack universal react with redux, node js and mongodb",3.5489438,736.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Be a Bootstrap Developer from scratch,Web Development,beginner level,100,5800,3.5,Beginner,be a bootstrap developer from scratch,4.5931416,213.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create Your First Wordpress Site in Under an Hour,Web Development,beginner level,20,4867,1.0,Beginner,create your first wordpress site in under an hour,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Coding as RF or Telecom Engineer - Build Real Program,Web Development,beginner level,25,1006,2.0,Beginner,learn coding as rf or telecom engineer - build real program,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Building HTML5 Canvas projects from scratch,Web Development,beginner level,100,8968,2.0,Beginner,building html5 canvas projects from scratch,3.1370416,91.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn How To Become a Web Developer From Scratch,Web Development,beginner level,200,7062,11.0,Beginner,learn how to become a web developer from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"Earn Big Profits With Web Development, Simple and Easy!",Web Development,beginner level,90,3073,1.5,Beginner,"earn big profits with web development, simple and easy!",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Professional Python Web Development Using Flask,Web Development,beginner level,120,3420,14.5,Beginner,professional python web development using flask,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Voiceover Audio Secrets - Your Way to Top Audio Quality,Web Development,beginner level,195,918,2.5,Beginner,voiceover audio secrets - your way to top audio quality,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn To Build A Google Map App Using Angular 2,Web Development,beginner level,30,116,1.0,Beginner,learn to build a google map app using angular 2,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Reactivex From Ground Up,Web Development,intermediate level,40,207,5.0,Intermediate,learn reactivex from ground up,4.474819,66.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn HTML in 59 Minutes - Your intro to front-end dev,Web Development,beginner level,35,333,1.0,Beginner,learn html in 59 minutes - your intro to front-end dev,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
WordPress Theme Customization 101 (for beginners),Web Development,beginner level,40,305,2.0,Beginner,wordpress theme customization 101 (for beginners),3.7609186,85.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Install WordPress on Computer using XAMPP,Web Development,beginner level,0,4290,0.6166666666666667,Beginner,install wordpress on computer using xampp,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Java Web Services Part 2,Web Development,intermediate level,20,959,3.0,Intermediate,java web services part 2,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Master the MEAN Stack - Learn By Example,Web Development,intermediate level,195,25799,4.5,Intermediate,master the mean stack - learn by example,3.4943795,493.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
First Web Application with Spring Boot,Web Development,beginner level,40,2865,4.0,Beginner,first web application with spring boot,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap,Web Development,beginner level,200,346,8.5,Beginner,html5 and css3: learn web design with html + css + bootstrap,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Angular 2+ with Typescript - Essential Training,Web Development,beginner level,195,29348,3.0,Beginner,angular 2+ with typescript - essential training,3.5550563,1786.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Angular 2 from Beginner to Advanced,Web Development,beginner level,195,32696,10.0,Beginner,learn angular 2 from beginner to advanced,3.845099,1631.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create an eCommerce Wordpress Website 2016 - New Divi Theme!,Web Development,beginner level,30,3503,4.0,Beginner,create an ecommerce wordpress website 2016 - new divi theme!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Professional RESTful API Design using Python Flask,Web Development,intermediate level,120,578,4.5,Intermediate,professional restful api design using python flask,3.9762385,166.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Python Django - A Hands-On Course,Web Development,beginner level,50,1339,2.0,Beginner,learn python django - a hands-on course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Security for your WordPress site,Web Development,beginner level,85,1096,0.6333333333333333,Beginner,security for your wordpress site,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
